19,1.396484375,1.396484375
50,1.474609375,1.435546875
79,1.474609375,1.4404296875
109,1.3232421875,1.318359375
140,1.1181640625,1.142578125
169,1.0693359375,1.0791015625
200,1.1474609375,1.123046875
230,1.2060546875,1.1669921875
261,1.09375,1.07421875
290,0.8984375,0.91796875
321,0.8056640625,0.8251953125
351,0.8740234375,0.8544921875
380,0.966796875,0.927734375
411,0.908203125,0.8837890625
441,0.7373046875,0.7470703125
472,0.6005859375,0.625
501,0.654296875,0.6494140625
532,0.771484375,0.732421875
562,0.7666015625,0.732421875
591,0.6298828125,0.634765625
622,0.4638671875,0.4931640625
652,0.4833984375,0.48828125
683,0.60546875,0.576171875
712,0.6640625,0.625
743,0.556640625,0.5517578125
773,0.3857421875,0.4150390625
803,0.361328125,0.3759765625
833,0.478515625,0.458984375
863,0.5810546875,0.5419921875
893,0.517578125,0.498046875
923,0.3564453125,0.3759765625
954,0.2880859375,0.3076171875
984,0.380859375,0.37109375
1014,0.517578125,0.4736328125
1044,0.498046875,0.46875
1074,0.361328125,0.37109375
1104,0.2392578125,0.2685546875
1134,0.3076171875,0.3125
1165,0.44921875,0.41015625
1195,0.4833984375,0.44921875
1225,0.380859375,0.3759765625
1255,0.2294921875,0.2587890625
1286,0.25390625,0.263671875
1315,0.3857421875,0.361328125
1345,0.478515625,0.439453125
1376,0.3955078125,0.380859375
1405,0.2392578125,0.2685546875
1436,0.21484375,0.234375
1466,0.3369140625,0.3173828125
1497,0.458984375,0.4150390625
1526,0.4150390625,0.390625
1556,0.2734375,0.2880859375
1587,0.1953125,0.2197265625
1616,0.2880859375,0.2783203125
1647,0.4345703125,0.390625
1677,0.4296875,0.4052734375
1708,0.3125,0.322265625
1737,0.185546875,0.21484375
1768,0.2490234375,0.25390625
1798,0.3955078125,0.361328125
1827,0.44921875,0.4150390625
1858,0.3515625,0.3466796875
1888,0.2001953125,0.2294921875
1918,0.21484375,0.2294921875
1948,0.3515625,0.3271484375
1979,0.4541015625,0.4150390625
2009,0.380859375,0.3662109375
2038,0.2294921875,0.25390625
2069,0.1953125,0.21484375
2099,0.3076171875,0.29296875
2129,0.439453125,0.3955078125
2159,0.4052734375,0.380859375
2190,0.2685546875,0.283203125
2220,0.17578125,0.205078125
2250,0.2685546875,0.263671875
2280,0.4150390625,0.3759765625
2310,0.4296875,0.3955078125
2340,0.3125,0.3173828125
